"dict_address","dict_adjective","dict_adverb","dict_first_name","dict_noun","dict_preposition","dict_pronoun","dict_surname","dict_verb","past_participle","past_tense",plural,term
,,,,researchs,,,,,,,True,researchs
,,,,reserve,,,,reserve,,,,reserve
,,,,reserves,,,,,,,True,reserves
,resident,,,resident,,,,,,,,resident
,,,,residents,,,,,,,True,residents
,,,,resist,,,,resist,,,,resist
,,,,resists,,,,,,,True,resists
,,,,resolution,,,,,,,,resolution
,,,,resolutions,,,,,,,True,resolutions
,,,,resolve,,,,resolve,,,,resolve
,,,,resolves,,,,,,,True,resolves
,,,,resort,,,,resort,,,,resort
,,,,resorts,,,,,,,True,resorts
,,,,resource,,,,,,,,resource
,,,,resources,,,,,,,True,resources
,,,,respect,,,,respect,,,,respect
,,,,respects,,,,,,,True,respects
,,,,respond,,,,respond,,,,respond
,,,,responds,,,,,,,True,responds
,,,,response,,,,,,,,response
,,,,responses,,,,,,,True,responses
,,,,responsibilities,,,,,,,True,responsibilities
,,,,responsibility,,,,,,,,responsibility
,responsible,,,,,,,,,,,responsible
rest,,,,rest,,,,rest,,,,rest
,,,,restaurant,,,,,,,,restaurant
,,,,restaurants,,,,,,,True,restaurants
,,,,rests,,,,,,,True,rests
,,,,result,,,,result,,,,result
,,,,results,,,,,,,True,results
,,,,,,,,retain,,,,retain
,,,,,,,,retire,,,,retire
,,,,return,,,,return,,,,return
,,,,returns,,,,,,,True,returns
,,,reuben,,,,,,,,,reuben
,,,,reveal,,,,reveal,,,,reveal
,,,,reveals,,,,,,,True,reveals
,,,,revenue,,,,,,,,revenue
,,,,revenues,,,,,,,True,revenues
,,,,review,,,,review,,,,review
,,,,reviews,,,,,,,True,reviews
,,,,revolution,,,,,,,,revolution
,,,,revolutions,,,,,,,True,revolutions
,,,,reward,,,,reward,,,,reward
,,,,rewards,,,,,,,True,rewards
,,,rex,,,,,,,,,rex
,,,rey,,,,,,,,,rey
,,,reyansh,,,,,,,,,reyansh
,,,,,,,reyes,,,,,reyes
,,,reyna,,,reyna,reyna,,,,,reyna
,,,,,,,reynolds,,,,,reynolds
,,,rhea,,,rhea,,,,,,rhea
,,,rhett,,,,,,,,,rhett
,,,,,,,rhodes,,,,,rhodes
,,,rhys,,,,,,,,,rhys
,,,ricardo,,,,,,,,,ricardo
,,,,rice,,,rice,rice,,,,rice
,,,,rices,,,,,,,True,rices
,rich,,,rich,,,rich,,,,,rich
,,,richard,,,,richard,,,,,richard
,,,,,,,richards,,,,,richards
,,,,,,,richardson,,,,,richardson
,,,,,,,richmond,,,,,richmond
,,,,richs,,,,,,,True,richs
,,,ricky,,,,,,,,,ricky
,,,,,,,,rid,True,,,rid
,,,,,,,,ridden,True,,,ridden
,,,,ride,,,,ride,,,,ride
,,,,rides,,,,,,,True,rides
ridge,,,ridge,,,,,,,,,ridge
ridges,,,,,,,,,,,,ridges
,right,right,,,,,,,,,,right
,,,riley,,,riley,riley,,,,,riley
,,,,ring,,,,ring,,,,ring
,,,,rings,,,,,,,True,rings
,,,,,,,rios,,,,,rios
,,,,rip,,,,rip,,,,rip
,,,,rips,,,,,,,True,rips
,,,,rise,,,,rise,,,,rise
,,,,,,,,risen,True,,,risen
,,,,rises,,,,,,,True,rises
,,,,risk,,,,risk,,,,risk
,,,,risks,,,,,,,True,risks
riv,,,,,,,,,,,,riv
,,,,,,,rivas,,,,,rivas
river,,,river,river,,river,,,,,,river
,,,,,,,rivera,,,,,rivera
,,,,rivers,,,rivers,,,,True,rivers
,,,rivka,,,rivka,,,,,,rivka
rivr,,,,,,,,,,,,rivr
,,,riya,,,riya,,,,,,riya
rnch,,,,,,,,,,,,rnch
rnchs,,,,,,,,,,,,rnchs
,,,,,,,roach,,,,,roach
road,,,,road,,,,,,,,road
roads,,,,roads,,,,,,,True,roads
,,,,,,,robbins,,,,,robbins
,,,,,,,roberson,,,,,roberson
,,,robert,,,,,,,,,robert
,,,roberto,,,,,,,,,roberto
,,,,,,,roberts,,,,,roberts
,,,,,,,robertson,,,,,robertson
,,,,,,,robinson,,,,,robinson
,,,,,,,robles,,,,,robles
,,,rocco,,,,,,,,,rocco
,,,,,,,rocha,,,,,rocha
,,,,rock,,,,rock,,,,rock
,,,,rocks,,,,,,,True,rocks
,,,rocky,,,,,,,,,rocky
,,,,,,,,rode,,True,,rode
,,,,,,,rodgers,,,,,rodgers
,,,rodney,,,,,,,,,rodney
,,,rodrigo,,,,,,,,,rodrigo
,,,,,,,rodriguez,,,,,rodriguez
,,,rogelio,,,,,,,,,rogelio
,,,roger,,,,,,,,,roger
,,,,,,,rogers,,,,,rogers
,,,rohan,,,,,,,,,rohan
,,,,,,,rojas,,,,,rojas
,,,roland,,,,,,,,,roland
,,,,role,,,,,,,,role
,,,,roles,,,,,,,True,roles
,,,,roll,,,,roll,,,,roll
,,,,,,,rollins,,,,,rollins
,,,,rolls,,,,,,,True,rolls
,,,roman,,,,roman,,,,,roman
,,,romeo,,,,,,,,,romeo
,,,,,,,romero,,,,,romero
,,,romina,,,romina,,,,,,romina
,,,ronald,,,,,,,,,ronald
,,,ronan,,,,,,,,,ronan
,,,ronin,,,,,,,,,ronin
,,,ronnie,,,,,,,,,ronnie
,,,,roof,,,,roof,,,,roof
,,,,roofs,,,,,,,True,roofs
,,,,room,,,,room,,,,room
,,,,rooms,,,,,,,True,rooms
,,,,rope,,,,rope,,,,rope
,,,,ropes,,,,,,,True,ropes
,,,rory,,,rory,,,,,,rory
,,,rosa,,,rosa,,,,,,rosa
,,,,,,,rosales,,,,,rosales
,,,rosalie,,,rosalie,,,,,,rosalie
,,,rosalyn,,,rosalyn,,,,,,rosalyn
,,,,,,,rosario,,,,,rosario
,,,,,,,rosas,,,,,rosas
,,,rose,,,rose,rose,rose,,True,,rose
,,,roselyn,,,roselyn,,,,,,roselyn
,,,rosemary,,,rosemary,,,,,,rosemary
,,,rosie,,,rosie,,,,,,rosie
,,,,,,,ross,,,,,ross
,,,,,,,roth,,,,,roth
,rough,,,rough,,,,,,,,rough
,,roughly,,,,,,,,,,roughly
,,,,roughs,,,,,,,True,roughs
,round,,,round,,,,,,,,round
,,,,rounds,,,,,,,True,rounds
route,,,,,,,,,,,,route
,routine,,,routine,,,,,,,,routine
,,,,routines,,,,,,,True,routines
row,,,,row,,,,row,,,,row
,,,rowan,,,rowan,,,,,,rowan
,,,,,,,rowe,,,,,rowe
,,,rowen,,,,,,,,,rowen
,,,,,,,rowland,,,,,rowland
,,,,rows,,,,,,,True,rows
,,,roy,,,,roy,,,,,roy
,royal,,royal,royal,,royal,,,,,,royal
,,,,royals,,,,,,,True,royals
,,,royalty,,,royalty,,,,,,royalty
,,,royce,,,,,,,,,royce
rpd,,,,,,,,,,,,rpd
rpds,,,,,,,,,,,,rpds
rst,,,,,,,,,,,,rst
rte,,,,,,,,,,,,rte
,,,,rub,,,,rub,,,,rub
,,,ruben,,,,,,,,,ruben
,,,,,,,rubio,,,,,rubio
,,,,rubs,,,,,,,True,rubs
,,,ruby,,,ruby,,,,,,ruby
,,,rudy,,,,,,,,,rudy
rue,,,,,,,,,,,,rue
,,,,ruin,,,,ruin,,,,ruin
,,,,ruins,,,,,,,True,ruins
,,,,,,,ruiz,,,,,ruiz
,,,,rule,,,,rule,,,,rule
,,,,rules,,,,,,,True,rules
run,,,,run,,,,run,True,,,run
,,,,runs,,,,,,,True,runs
,,,,rush,,,rush,rush,,,,rush
,,,,rushs,,,,,,,True,rushs
,,,russell,,,,russell,,,,,russell
,,,,,,,russo,,,,,russo
,,,ruth,,,ruth,,,,,,ruth
rvr,,,,,,,,,,,,rvr
,,,ryan,,,ryan,ryan,,,,,ryan
,,,ryann,,,ryann,,,,,,ryann
,,,ryder,,,,,,,,,ryder
,,,ryker,,,,,,,,,ryker
,,,rylan,,,rylan,,,,,,rylan
,,,ryland,,,,,,,,,ryland
,,,rylee,,,rylee,,,,,,rylee
,,,ryleigh,,,ryleigh,,,,,,ryleigh
,,,rylie,,,rylie,,,,,,rylie
,,,saanvi,,,saanvi,,,,,,saanvi
,,,sabrina,,,sabrina,,,,,,sabrina
,sad,,,sad,,,,,,,,sad
,,,sadie,,,sadie,,,,,,sadie
,,,,sads,,,,,,,True,sads
,safe,,,safe,,,,,,,,safe
,,,,safes,,,,,,,True,safes
,,,,safeties,,,,,,,True,safeties
,,,,safety,,,,,,,,safety
,,,sage,,,sage,,,,,,sage
,,,,,,,,said,True,,,said
,,,saige,,,saige,,,,,,saige
,,,,sail,,,,sail,,,,sail
,,,,sails,,,,,,,True,sails
,,,,salad,,,,,,,,salad
,,,,salads,,,,,,,True,salads
,,,,salaries,,,,,,,True,salaries
,,,,salary,,,,salary,,,,salary
,,,,,,,salas,,,,,salas
,,,,,,,salazar,,,,,salazar
,,,,sale,,,,,,,,sale
,,,,sales,,,,,,,True,sales
,,,,,,,salgado,,,,,salgado
,,,,,,,salinas,,,,,salinas
,,,salma,,,salma,,,,,,salma
,salt,,,salt,,,,,,,,salt
,,,,salts,,,,,,,True,salts
,,,salvador,,,,,,,,,salvador
,,,salvatore,,,,,,,,,salvatore
,,,sam,,,,,,,,,sam
,,,samantha,,,samantha,,,,,,samantha
,,,samara,,,samara,,,,,,samara
,same,,,,,same,,,,,,same
,,,samir,,,,,,,,,samir
,,,samira,,,samira,,,,,,samira
,,,,sample,,,,,,,,sample
,,,,samples,,,,,,,True,samples
,,,,,,,sampson,,,,,sampson
,,,samson,,,,,,,,,samson
,,,samuel,,,,,,,,,samuel
,,,,,,,sanchez,,,,,sanchez
,,,,sand,,,,sand,,,,sand
,,,,,,,sanders,,,,,sanders
,,,,,,,sandoval,,,,,sandoval
,,,sandra,,,sandra,,,,,,sandra
,,,,sands,,,,,,,True,sands
,,,,sandwich,,,,sandwich,,,,sandwich
,,,,sandwichs,,,,,,,True,sandwichs
,,,,,,,sanford,,,,,sanford
,,,,,,,,sank,,True,,sank
,,,santana,,,,santana,,,,,santana
,,,santiago,,,,santiago,,,,,santiago
,,,santino,,,,,,,,,santino
,,,santos,,,,santos,,,,,santos
,,,saoirse,,,saoirse,,,,,,saoirse
,,,sara,,,sara,,,,,,sara
,,,sarah,,,sarah,,,,,,sarah
,,,sarai,,,sarai,,,,,,sarai
,,,sariah,,,sariah,,,,,,sariah
,,,sariyah,,,sariyah,,,,,,sariyah
,,,sasha,,,sasha,,,,,,sasha
,,,,,,,,sat,True,,,sat
,,,,satisfaction,,,,,,,,satisfaction
,,,,satisfactions,,,,,,,True,satisfactions
,,,saul,,,,,,,,,saul
,,,,,,,saunders,,,,,saunders
,,,,,,,savage,,,,,savage
,,,savanna,,,savanna,,,,,,savanna
,,,savannah,,,savannah,,,,,,savannah
,,,,save,,,,save,,,,save
,,,,saves,,,,,,,True,saves
,savings,,,savings,,,,,,,,savings
,,,,savingses,,,,,,,True,savingses
,,,,,,,,saw,,True,,saw
,,,sawyer,,,sawyer,sawyer,,,,,sawyer
,,,,,,,,say,,,,say
,,,saylor,,,saylor,,,,,,saylor
,,,,scale,,,,scale,,,,scale
,,,,scales,,,,,,,True,scales
,scared,,,,,,,,,,,scared
,,,scarlet,,,scarlet,,,,,,scarlet
,,,scarlett,,,scarlett,,,,,,scarlett
,,,scarlette,,,scarlette,,,,,,scarlette
,,,,scene,,,,,,,,scene
,,,,scenes,,,,,,,True,scenes
,,,,,,,schaefer,,,,,schaefer
,,,,schedule,,,,schedule,,,,schedule
,,,,schedules,,,,,,,True,schedules
,,,,scheme,,,,scheme,,,,scheme
,,,,schemes,,,,,,,True,schemes
,,,,,,,schmidt,,,,,schmidt
,,,,,,,schmitt,,,,,schmitt
,,,,,,,schneider,,,,,schneider
,,,,school,,,,school,,,,school
,,,,schools,,,,,,,True,schools
,,,,,,,schroeder,,,,,schroeder
,,,,,,,schultz,,,,,schultz
,,,,,,,schwartz,,,,,schwartz
,,,,science,,,,,,,,science
,,,,sciences,,,,,,,True,sciences
,,,,score,,,,score,,,,score
,,,,scores,,,,,,,True,scores
,,,scott,,,,scott,,,,,scott
,,,,scratch,,,,scratch,,,,scratch
,,,,scratchs,,,,,,,True,scratchs
,,,,screen,,,,screen,,,,screen
,,,,screens,,,,,,,True,screens
,,,,screw,,,,screw,,,,screw
,,,,screws,,,,,,,True,screws
,,,,script,,,,script,,,,script
,,,,scripts,,,,,,,True,scripts
,sea,,,sea,,,,,,,,sea
,,,seamus,,,,,,,,,seamus
,,,sean,,,,,,,,,sean
,,,,search,,,,search,,,,search
,,,,searchs,,,,,,,True,searchs
,,,,seas,,,,,,,True,seas
,,,,season,,,,season,,,,season
,,,,seasons,,,,,,,True,seasons
,,,,seat,,,,seat,,,,seat
,,,,seats,,,,,,,True,seats
,,,sebastian,,,,,,,,,sebastian
,,,,second,,,,,,,,second
,,,,seconds,,,,,,,True,seconds
,secret,,,secret,,,,,,,,secret
,,,,secretaries,,,,,,,True,secretaries
,,,,secretary,,,,,,,,secretary
,,,,secrets,,,,,,,True,secrets
,,,,section,,,,section,,,,section
,,,,sections,,,,,,,True,sections
,,,,sector,,,,,,,,sector
,,,,sectors,,,,,,,True,sectors
,secure,,,,,,,secure,,,,secure
,,,,securities,,,,,,,True,securities
,,,,security,,,,,,,,security
,,,,,,,,see,,,,see
,,,,,,,,seek,,,,seek
,,,,,,,,seem,,,,seem
,,,,,,,,seen,True,,,seen
,,,selah,,,selah,,,,,,selah
,select,,,,,,,select,,,,select
,,,,selection,,,,,,,,selection
,,,,selections,,,,,,,True,selections
,,,selena,,,selena,,,,,,selena
,,,selene,,,selene,,,,,,selene
,,,,self,,self,,,,,,self
,,,,selfs,,,,,,,True,selfs
,,,,sell,,,,sell,,,,sell
,,,,,,,sellers,,,,,sellers
,,,,sells,,,,,,,True,sells
,,,,,,,,send,,,,send
,senior,,,senior,,,,,,,,senior
,,,,seniors,,,,,,,True,seniors
,,,,sense,,,,sense,,,,sense
,,,,senses,,,,,,,True,senses
,sensitive,,,sensitive,,,,,,,,sensitive
,,,,sensitives,,,,,,,True,sensitives
,,,,,,,,sent,True,,,sent
,,,,sentence,,,,sentence,,,,sentence
,,,,sentences,,,,,,,True,sentences
,separate,,,,,,,separate,,,,separate
,,,serena,,,serena,,,,,,serena
,,,serenity,,,serenity,,,,,,serenity
,,,sergio,,,,,,,,,sergio
,,,,series,,,,,,,,series
,,,,serieses,,,,,,,True,serieses
,serious,,,,,,,,,,,serious
,,seriously,,,,,,,,,,seriously
,,,,,,,serrano,,,,,serrano
,,,,serve,,,,serve,,,,serve
,,,,serves,,,,,,,True,serves
,,,,service,,,,service,,,,service
,,,,services,,,,,,,True,services
,,,,session,,,,,,,,session
,,,,sessions,,,,,,,True,sessions
,,,,set,,,,set,True,,,set
,,,seth,,,,,,,,,seth
,,,,sets,,,,,,,True,sets
,,,,setting,,,,,,,,setting
,,,,settings,,,,,,,True,settings
,,,,,,,,settle,,,,settle
,several,,,,,,,,,,,several
,severe,,,,,,,,,,,severe
,,,,sex,,,,sex,,,,sex
,,,,sexs,,,,,,,True,sexs
,,,,,,,sexton,,,,,sexton
,sexual,,,,,,,,,,,sexual
,,,,,,,shaffer,,,,,shaffer
,,,,,,,shah,,,,,shah
,,,,shake,,,,shake,,,,shake
,,,,,,,,shaken,True,,,shaken
,,,,shakes,,,,,,,True,shakes
,,,,,,,,shall,,,,shall
,,,,shame,,,,shame,,,,shame
,,,,shames,,,,,,,True,shames
,,,shane,,,,,,,,,shane
,,,,,,,shannon,,,,,shannon
,,,,shape,,,,shape,,,,shape
,,,,shapes,,,,,,,True,shapes
,,,,share,,,,share,,,,share
,,,,shares,,,,,,,True,shares
,sharp,,,,,,sharp,sharp,,,,sharp
,,,shaun,,,,,,,,,shaun
,,,,,,,shaw,,,,,shaw
,,,shawn,,,,,,,,,shawn
,,,,she,,she,,,,,,she
,,,shelby,,,shelby,,,,,,shelby
,,,,shelter,,,,shelter,,,,shelter
,,,,shelters,,,,,,,True,shelters
,,,,,,,shelton,,,,,shelton
,,,shepard,,,,shepard,,,,,shepard
,,,shepherd,,,,shepherd,,,,,shepherd
,,,,,,,sheppard,,,,,sheppard
,,,,,,,sherman,,,,,sherman
,,,,shes,,,,,,,True,shes
,,,,,,,shields,,,,,shields
,,,,shift,,,,shift,,,,shift
,,,,shifts,,,,,,,True,shifts
,,,shiloh,,,shiloh,,,,,,shiloh
,,,,shine,,,,shine,,,,shine
,,,,shines,,,,,,,True,shines
,,,,ship,,,,ship,,,,ship
,,,,ships,,,,,,,True,ships
,,,,shirt,,,,,,,,shirt
,,,,shirts,,,,,,,True,shirts
shl,,,,,,,,,,,,shl
shls,,,,,,,,,,,,shls
,,,shmuel,,,,,,,,,shmuel
shoal,,,,,,,,,,,,shoal
shoals,,,,,,,,,,,,shoals
shoar,,,,,,,,,,,,shoar
shoars,,,,,,,,,,,,shoars
,,,,shock,,,,shock,,,,shock
,,,,shocks,,,,,,,True,shocks
,,,,shoe,,,,shoe,,,,shoe
,,,,shoes,,,,,,,True,shoes
,,,,,,,,shone,True,,,shone
,,,,,,,,shook,,True,,shook
,,,,shoot,,,,shoot,,,,shoot
,,,,shoots,,,,,,,True,shoots
,,,,shop,,,,shop,,,,shop
,,,,shopping,,,,,,,,shopping
,,,,shoppings,,,,,,,True,shoppings
,,,,shops,,,,,,,True,shops
shore,,,,,,,,,,,,shore
shores,,,,,,,,,,,,shores
,short,short,,,,,short,,,,,short
,shot,,,shot,,,,shot,True,,,shot
,,,,shots,,,,,,,True,shots
,,,,shoulder,,,,shoulder,,,,shoulder
,,,,shoulders,,,,,,,True,shoulders
,,,,show,,,,show,,,,show
,,,,,,,,showed,,True,,showed
,,,,shower,,,,shower,,,,shower
,,,,showers,,,,,,,True,showers
,,,,,,,,shown,True,,,shown
,,,,shows,,,,,,,True,shows
shr,,,,,,,,,,,,shr
shrs,,,,,,,,,,,,shrs
,,,,,,,,shut,True,,,shut
,sick,,,sick,,,,,,,,sick
,,,,sicks,,,,,,,True,sicks
,,,,side,,,,side,,,,side
,,,,sides,,,,,,,True,sides
,,,siena,,,siena,,,,,,siena
,,,sienna,,,sienna,,,,,,sienna
,,,sierra,,,sierra,sierra,,,,,sierra
,,,,sign,,,,sign,,,,sign
,signal,,,signal,,,,,,,,signal
,,,,signals,,,,,,,True,signals
,,,,signature,,,,,,,,signature
,,,,signatures,,,,,,,True,signatures
,,,,significance,,,,,,,,significance
,,,,significances,,,,,,,True,significances
,significant,,,,,,,,,,,significant
,,significantly,,,,,,,,,,significantly
,,,,signs,,,,,,,True,signs
,,,silas,,,,,,,,,silas
,,,,sillies,,,,,,,True,sillies
,silly,,,silly,,,,,,,,silly
,,,,,,,silva,,,,,silva
,silver,,,silver,,,,,,,,silver
,,,,silvers,,,,,,,True,silvers
,,,simeon,,,,,,,,,simeon
,similar,,,,,,,,,,,similar
,,similarly,,,,,,,,,,similarly
,,,,,,,simmons,,,,,simmons
,,,simon,,,,simon,,,,,simon
,,,simone,,,simone,,,,,,simone
,simple,,,simple,,,,,,,,simple
,,,,simples,,,,,,,True,simples
,,simply,,,,,,,,,,simply
,,,,,,,simpson,,,,,simpson
,,,,,,,sims,,,,,sims
,,since,,,since,,,,,,,since
,,,sincere,,,,,,,,,sincere
,,,,sing,,,,sing,,,,sing
,,,,singer,,,,,,,,singer
,,,,singers,,,,,,,True,singers
,,,,,,,singh,,,,,singh
,single,,,single,,,,,,,,single
,,,,singles,,,,,,,True,singles
,,,,,,,singleton,,,,,singleton
,,,,sings,,,,,,,True,sings
,,,,sink,,,,sink,,,,sink
,,,,sinks,,,,,,,True,sinks
,,,,sir,,,,,,,,sir
,,,,sirs,,,,,,,True,sirs
,,,,sister,,,,,,,,sister
,,,,sisters,,,,,,,True,sisters
,,,,,,,,sit,,,,sit
,,,,site,,,,site,,,,site
,,,,sites,,,,,,,True,sites
,,,,situation,,,,,,,,situation
,,,,situations,,,,,,,True,situations
,,,,size,,,,size,,,,size
,,,,sizes,,,,,,,True,sizes
,,,,skies,,,,,,,True,skies
,,,,skill,,,,,,,,skill
,,,,skills,,,,,,,True,skills
,,,,skin,,,,skin,,,,skin
,,,,,,,skinner,,,,,skinner
,,,,skins,,,,,,,True,skins
,,,,skirt,,,,skirt,,,,skirt
,,,,skirts,,,,,,,True,skirts
skwy,,,,,,,,,,,,skwy
,,,sky,sky,,sky,,sky,,,,sky
,,,skye,,,skye,,,,,,skye
,,,skyla,,,skyla,,,,,,skyla
,,,skylar,,,skylar,,,,,,skylar
,,,skyler,,,skyler,,,,,,skyler
skyway,,,,,,,,,,,,skyway
,,,,sleep,,,,sleep,,,,sleep
,,,,sleeps,,,,,,,True,sleeps
,,,,,,,,slept,True,,,slept
,,,,slice,,,,slice,,,,slice
,,,,slices,,,,,,,True,slices
,,,,,,,,slid,True,,,slid
,,,,slide,,,,slide,,,,slide
,,,,slides,,,,,,,True,slides
,slight,,,,,,,slight,,,,slight
,,slightly,,,,,,,,,,slightly
,,,,slip,,,,slip,,,,slip
,,,,slips,,,,,,,True,slips
,,,sloan,,,sloan,sloan,,,,,sloan
,,,sloane,,,sloane,,,,,,sloane
,slow,slow,,,,,,,,,,slow
,,slowly,,,,,,,,,,slowly
,small,small,,,,,small,,,,,small
,smart,,,,,,,smart,,,,smart
,,,,smell,,,,smell,,,,smell
,,,,,,,,smelled,True,,,smelled
,,,,smells,,,,,,,True,smells
,,,,,,,,smelt,,True,,smelt
,,,,smile,,,,smile,,,,smile
,,,,smiles,,,,,,,True,smiles
,,,,,,,smith,,,,,smith
,,,,smoke,,,,smoke,,,,smoke
,,,,smokes,,,,,,,True,smokes
,smooth,smooth,,,,,,,,,,smooth
smt,,,,,,,,,,,,smt
,,,,snow,,,snow,snow,,,,snow
,,,,snows,,,,,,,True,snows
,,,,,,,snyder,,,,,snyder
,,so,,,,,,,,,,so
,,,,societies,,,,,,,True,societies
,,,,society,,,,,,,,society
,,,,sock,,,,sock,,,,sock
,,,,socks,,,,,,,True,socks
,,,sofia,,,sofia,,,,,,sofia
,soft,,,soft,,,,,,,,soft
,,,,softs,,,,,,,True,softs
,,,,software,,,,,,,,software
,,,,softwares,,,,,,,True,softwares
,,,,soil,,,,soil,,,,soil
,,,,soils,,,,,,,True,soils
,,,,,,,,sold,True,,,sold
,solid,,,solid,,,,,,,,solid
,,,,solids,,,,,,,True,solids
,,,,,,,solis,,,,,solis
,,,solomon,,,,solomon,,,,,solomon
,,,,solution,,,,,,,,solution
,,,,solutions,,,,,,,True,solutions
,,,,,,,,solve,,,,solve
,some,,,,,some,,,,,,some
,,,,,,somebody,,,,,,somebody
,,somehow,,,,,,,,,,somehow
,,,,,,someone,,,,,,someone
,,,,,,something,,,,,,something
,,sometimes,,,,,,,,,,sometimes
,,somewhat,,,,,,,,,,somewhat
,,somewhere,,somewhere,,,,,,,,somewhere
,,,,somewheres,,,,,,,True,somewheres
,,,,son,,,,,,,,son
,,,,song,,,,,,,,song
,,,,songs,,,,,,,True,songs
,,,sonia,,,sonia,,,,,,sonia
,,,sonny,,,,,,,,,sonny
,,,,sons,,,,,,,True,sons
,,soon,,,,,,,,,,soon
,,,sophia,,,sophia,,,,,,sophia
,,,sophie,,,sophie,,,,,,sophie
,,,soren,,,,,,,,,soren
,sorry,,,,,,,,,,,sorry
,,,,sort,,,,sort,,,,sort
,,,,sorts,,,,,,,True,sorts
,,,,,,,sosa,,,,,sosa
,,,,,,,soto,,,,,soto
,,,,,,,,sought,True,,,sought
,,,,sound,,,,sound,,,,sound
,,,,sounds,,,,,,,True,sounds
,,,,soup,,,,,,,,soup
,,,,soups,,,,,,,True,soups
,,,,source,,,,source,,,,source
,,,,sources,,,,,,,True,sources
,south,,,south,,,,,,,,south
,southern,,,,,,,,,,,southern
,,,,souths,,,,,,,True,souths
,,,,space,,,,space,,,,space
,,,,spaces,,,,,,,True,spaces
,spare,,,spare,,,,,,,,spare
,,,,spares,,,,,,,True,spares
,,,,,,,sparks,,,,,sparks
,,,,,,,,speak,,,,speak
,,,,speaker,,,,,,,,speaker
,,,,speakers,,,,,,,True,speakers
,,,,,,,spears,,,,,spears
,special,,,special,,,,,,,,special
,specialist,,,specialist,,,,,,,,specialist
,,,,specialists,,,,,,,True,specialists
,,,,specials,,,,,,,True,specials
,specific,,,specific,,,,,,,,specific
,,specifically,,,,,,,,,,specifically
,,,,specifics,,,,,,,True,specifics
,,,,,,,,specify,,,,specify
,,,,speech,,,,,,,,speech
,,,,speechs,,,,,,,True,speechs
,,,,speed,,,,speed,,,,speed
,,,,speeds,,,,,,,True,speeds
,,,,spell,,,,spell,,,,spell
,,,,,,,,spelled,True,,,spelled
,,,,spells,,,,,,,True,spells
,,,,,,,,spelt,,True,,spelt
,,,,,,,spence,,,,,spence
,,,spencer,,,spencer,spencer,,,,,spencer
,,,,spend,,,,spend,,,,spend
,,,,spends,,,,,,,True,spends
,,,,,,,,spent,True,,,spent
spg,,,,,,,,,,,,spg
spgs,,,,,,,,,,,,spgs
,,,,spirit,,,,spirit,,,,spirit
,,,,spirits,,,,,,,True,spirits
,spiritual,,,spiritual,,,,,,,,spiritual
,,,,spirituals,,,,,,,True,spirituals
,,,,spite,,,,spite,,,,spite
,,,,spites,,,,,,,True,spites
,,,,split,,,,split,True,,,split
,,,,splits,,,,,,,True,splits
spng,,,,,,,,,,,,spng
spngs,,,,,,,,,,,,spngs
,,,,,,,,spoke,,True,,spoke
,,,,,,,,spoken,True,,,spoken
,,,,sport,,,,sport,,,,sport
,,,,sports,,,,,,,True,sports
,,,,spot,,,,spot,,,,spot
,,,,spots,,,,,,,True,spots
,,,,spray,,,,spray,,,,spray
,,,,sprays,,,,,,,True,sprays
,,,,spread,,,,spread,True,,,spread
,,,,spreads,,,,,,,True,spreads
spring,,,,spring,,,,spring,,,,spring
springs,,,,springs,,,,,,,True,springs
sprng,,,,,,,,,,,,sprng
sprngs,,,,,,,,,,,,sprngs
spur,,,,,,,,,,,,spur
spurs,,,,,,,,,,,,spurs
sq,,,,,,,,,,,,sq
sqr,,,,,,,,,,,,sqr
sqre,,,,,,,,,,,,sqre
sqrs,,,,,,,,,,,,sqrs
sqs,,,,,,,,,,,,sqs
squ,,,,,,,,,,,,squ
square,square,,,square,,,,,,,,square
squares,,,,squares,,,,,,,True,squares
st,,,,,,,,,,,,st
sta,,,,,,,,,,,,sta
,,,,stable,,,,stable,,,,stable
,,,,stables,,,,,,,True,stables
,,,,staff,,,,staff,,,,staff
,,,,,,,stafford,,,,,stafford
,,,,staffs,,,,,,,True,staffs
,,,,stage,,,,stage,,,,stage
,,,,stages,,,,,,,True,stages
,,,,stand,,,,stand,,,,stand
,standard,,,standard,,,,,,,,standard
,,,,standards,,,,,,,True,standards
,,,,stands,,,,,,,True,stands
,,,stanley,,,,stanley,,,,,stanley
,,,,,,,stanton,,,,,stanton
,,,,star,,,,star,,,,star
,,,,,,,stark,,,,,stark
,,,,stars,,,,,,,True,stars
,,,,start,,,,start,,,,start
,,,,starts,,,,,,,True,starts
,,,,state,,,,state,,,,state
,,,,statement,,,,,,,,statement
,,,,statements,,,,,,,True,statements
,,,,states,,,,,,,True,states
station,,,,station,,,,station,,,,station
,,,,stations,,,,,,,True,stations
statn,,,,,,,,,,,,statn
,status,,,status,,,,,,,,status
,,,,statuses,,,,,,,True,statuses
,,,,stay,,,,stay,,,,stay
,,,,stays,,,,,,,True,stays
,,,,steak,,,,,,,,steak
,,,,steaks,,,,,,,True,steaks
,,,,steal,,,,steal,,,,steal
,,,,steals,,,,,,,True,steals
,,,,,,,steele,,,,,steele
,,,stefan,,,,,,,,,stefan
,,,,,,,stein,,,,,stein
,,,stella,,,stella,,,,,,stella
,,,,step,,,,step,,,,step
,,,stephanie,,,stephanie,,,,,,stephanie
,,,stephen,,,,,,,,,stephen
